name,date,country,genre,rating,rating_count,kind,link,subscription,audio,subtitles,description
Несколько дней из жизни И.И. Обломова,1979,СССР,"драма, мелодрама",7.8,16267,film,https://www.kinopoisk.ru/film/46415/,По подписке Плюс,0,0,0
Игра на выбывание,2004,Россия,"боевик, криминал",7.8,2107,film,https://www.kinopoisk.ru/film/260913/,По подписке Плюс,0,0,0
Папаши,1983,Франция,"комедия, криминал",7.8,34276,film,https://www.kinopoisk.ru/film/20903/,По подписке Плюс,0,0,0
Небесный суд,2011,Россия,"драма, фэнтези",7.8,35899,film,https://www.kinopoisk.ru/film/543331/,По подписке Плюс,0,0,0
Линкольн для адвоката,2011,США,"криминал, триллер",7.8,239912,film,https://www.kinopoisk.ru/film/461939/,По подписке Плюс,0,0,0
Приключения кота Леопольда,1975–1987,СССР,"мультфильм, детский",7.8,114454,serial,https://www.kinopoisk.ru/film/325788/,По подписке Плюс,0,0,0
Парк Юрского периода,1993,США,"приключения, фантастика",7.8,149136,film,https://www.kinopoisk.ru/film/7121/,По подписке Плюс,0,0,0
Инопланетянин,1982,США,"фантастика, семейный",7.8,68659,film,https://www.kinopoisk.ru/film/544/,По подписке Плюс,0,0,0
В моей смерти прошу винить Клаву К.,1979,СССР,"драма, мелодрама",7.8,13736,film,https://www.kinopoisk.ru/film/45606/,По подписке Плюс,0,0,0
Андрей Тарковский. Кино как молитва,2019,"Россия, Италия",документальный,7.8,1512,film,https://www.kinopoisk.ru/film/1300524/,По подписке Плюс,0,0,0
Доктор Живаго,2005,Россия,драма,7.8,6245,film,https://www.kinopoisk.ru/film/89676/,По подписке Плюс,0,0,0
Большой Лебовски,1998,"США, Великобритания","комедия, криминал",7.8,199267,film,https://www.kinopoisk.ru/film/555/,По подписке Плюс,0,0,0
Дракула,1992,"Великобритания, США","ужасы, фэнтези",7.8,91651,film,https://www.kinopoisk.ru/film/1727/,По подписке Плюс,0,0,0
Сияние,1980,"США, Великобритания","триллер, драма",7.8,202626,film,https://www.kinopoisk.ru/film/409/,По подписке Плюс,0,0,0
Солдат Иван Бровкин,1955,СССР,"мюзикл, комедия",7.8,15033,film,https://www.kinopoisk.ru/film/43899/,По подписке Плюс,0,0,0
Вперёд,2019,США,"мультфильм, фэнтези",7.8,131519,film,https://www.kinopoisk.ru/film/1080513/,По подписке Плюс,0,0,0
Сохрани мою речь навсегда,2015,Россия,"биография, документальный",7.8,1640,film,https://www.kinopoisk.ru/film/842545/,По подписке Плюс,0,0,0
Эскадрон гусар летучих,1980,СССР,военный,7.8,3904,film,https://www.kinopoisk.ru/film/42004/,По подписке Плюс,0,0,0
Обнимая небо,2013,Россия,драма,7.8,23135,film,https://www.kinopoisk.ru/film/766178/,По подписке Плюс,0,0,0
Сваты,2008–2013,Украина,комедия,7.8,273995,serial,https://www.kinopoisk.ru/film/424970/,По подписке Плюс,0,0,0
Серая шейка,1948,СССР,"мультфильм, детский",7.8,25040,film,https://www.kinopoisk.ru/film/258034/,По подписке Плюс,0,0,0
Боец,2010,США,"драма, биография",7.8,112620,film,https://www.kinopoisk.ru/film/279580/,По подписке Плюс,0,0,0
Дикие лебеди,1962,СССР,"мультфильм, фэнтези",7.8,11320,film,https://www.kinopoisk.ru/film/44200/,По подписке Плюс,0,0,0
В лесной чаще,1954,СССР,"мультфильм, детский",7.8,915,film,https://www.kinopoisk.ru/film/260065/,По подписке Плюс,0,0,0
Красный Дракон,2002,"США, Германия","триллер, драма",7.8,99575,film,https://www.kinopoisk.ru/film/798/,online,0,0,0
Незнакомцы в поезде,1951,США,"фильм-нуар, триллер",7.8,11838,film,https://www.kinopoisk.ru/film/407/,online,0,0,0
ПониМашка,2020–2020,Россия,"мультфильм, детский",7.8,1249,serial,https://www.kinopoisk.ru/film/1375343/,По подписке Плюс,0,0,0
"Помогите, я уменьшил свою училку!",2015,"Германия, Австрия","фэнтези, боевик",7.8,5608,film,https://www.kinopoisk.ru/film/854231/,По подписке Плюс,0,0,0
Мистер Пиклз,2013–2019,США,"мультфильм, ужасы",7.8,24428,serial,https://www.kinopoisk.ru/film/842986/,По подписке Плюс,0,0,0
Семь лет в Тибете,1997,"США, Великобритания","драма, приключения",7.8,53870,film,https://www.kinopoisk.ru/film/5423/,По подписке Плюс,0,0,0
Чудотворцы,2019–,США,"комедия, фэнтези",7.8,155810,serial,https://www.kinopoisk.ru/film/1111018/,По подписке Плюс,0,0,0
Идентификация Борна,2002,"США, Германия","боевик, триллер",7.8,140834,film,https://www.kinopoisk.ru/film/619/,online,0,0,0
Вам письмо,1998,США,"драма, мелодрама",7.8,52741,film,https://www.kinopoisk.ru/film/5330/,online,0,0,0
Покорители волн,2012,США,"драма, биография",7.8,40908,film,https://www.kinopoisk.ru/film/546244/,По подписке Плюс,0,0,0
Дюна,2021,"США, Канада","фантастика, боевик",7.8,173418,film,https://www.kinopoisk.ru/film/409424/,online,0,0,0
Старикам тут не место,2007,США,"триллер, драма",7.8,170866,film,https://www.kinopoisk.ru/film/195434/,online,0,0,0
Русь изначальная,1985,СССР,"драма, военный",7.8,9313,film,https://www.kinopoisk.ru/film/42142/,По подписке Плюс,0,0,0
Серебряное копытце,1977,СССР,"мультфильм, детский",7.8,18266,film,https://www.kinopoisk.ru/film/440001/,По подписке Плюс,0,0,0
Эйс Вентура: Розыск домашних животных,1993,США,"комедия, детектив",7.8,152842,film,https://www.kinopoisk.ru/film/2868/,online,0,0,0
Гримм,2011–2017,США,"фэнтези, ужасы",7.8,99566,serial,https://www.kinopoisk.ru/film/582314/,По подписке Плюс,0,0,0
"Сказка, рассказанная ночью",1981,СССР,"фэнтези, драма",7.8,1908,film,https://www.kinopoisk.ru/film/43818/,По подписке Плюс,0,0,0
История игрушек 2,1999,США,"мультфильм, фэнтези",7.8,125976,film,https://www.kinopoisk.ru/film/405/,По подписке Плюс,0,0,0
Порко Россо,1992,Япония,"аниме, мультфильм",7.8,26976,film,https://www.kinopoisk.ru/film/8229/,online,0,0,0
День освобождения,2016,"Латвия, Норвегия","документальный, музыка",7.8,635,film,https://www.kinopoisk.ru/film/1044736/,По подписке Плюс,0,0,0
Сахар,2014,Австралия,документальный,7.8,14730,film,https://www.kinopoisk.ru/film/923510/,По подписке Плюс,0,0,0
Крёстный,2014,Россия,драма,7.8,4126,film,https://www.kinopoisk.ru/film/780314/,По подписке Плюс,0,0,0
Обратная сторона Луны,2012–2016,Россия,"фантастика, триллер",7.8,28918,serial,https://www.kinopoisk.ru/film/622652/,По подписке Плюс,0,0,0
Улица потрошителя,2012–2016,"Великобритания, Ирландия","драма, криминал",7.8,9451,serial,https://www.kinopoisk.ru/film/677725/,По подписке Плюс,0,0,0
Неизвестная Мэрилин,2012,"США, Франция","документальный, биография",7.8,1689,film,https://www.kinopoisk.ru/film/634940/,online,0,0,0
Исходный код,2011,"США, Канада","фантастика, боевик",7.8,356485,film,https://www.kinopoisk.ru/film/409295/,По подписке Плюс,0,0,0
Марли и я,2008,США,"драма, комедия",7.8,138223,film,https://www.kinopoisk.ru/film/279850/,По подписке Плюс,0,0,0
История рыцаря,2001,США,"боевик, мелодрама",7.8,72879,film,https://www.kinopoisk.ru/film/729/,online,0,0,0
Анна и король,1999,США,"драма, мелодрама",7.8,28535,film,https://www.kinopoisk.ru/film/5336/,online,0,0,0
Легенды о Круге,2011,Россия,"драма, биография",7.8,8949,film,https://www.kinopoisk.ru/film/690738/,По подписке Плюс,0,0,0
Современный потрошитель,2009–2013,Великобритания,"триллер, криминал",7.8,7730,serial,https://www.kinopoisk.ru/film/452968/,По подписке Плюс,0,0,0
Ангел Бэби,2015–,Россия,"мультфильм, детский",7.8,1310,serial,https://www.kinopoisk.ru/film/1338328/,По подписке Плюс,0,0,0
Ральф,2012,США,"мультфильм, фэнтези",7.8,176823,film,https://www.kinopoisk.ru/film/586260/,По подписке Плюс,0,0,0
Район №9,2009,"ЮАР, США","фантастика, триллер",7.8,239628,film,https://www.kinopoisk.ru/film/397494/,По подписке Плюс,0,0,0
Рыжий пес,2011,"Австралия, США","драма, мелодрама",7.8,22419,film,https://www.kinopoisk.ru/film/263546/,По подписке Плюс,0,0,0
За последней чертой,1991,СССР,"драма, криминал",7.8,4277,film,https://www.kinopoisk.ru/film/45180/,По подписке Плюс,0,0,0
